State,County,Method of production,County_fips,County_full,State_ac,concatenated
Kentucky,Anderson,Organic,21005,Anderson County,KY,"Anderson County, KY"
Kentucky,Ohio,Organic,21183,Ohio County,KY,"Ohio County, KY"
Kentucky,Mercer,Organic,21167,Mercer County,KY,"Mercer County, KY"
Kentucky,Johnson,Organic,21115,Johnson County,KY,"Johnson County, KY"
Kentucky,Letcher,Organic,21133,Letcher County,KY,"Letcher County, KY"
Kentucky,Allen,Organic,21003,Allen County,KY,"Allen County, KY"
Kentucky,Breckinridge,Organic,21027,Breckinridge County,KY,"Breckinridge County, KY"
Kentucky,Clay,Organic,21051,Clay County,KY,"Clay County, KY"
Kentucky,Bourbon,Organic,21017,Bourbon County,KY,"Bourbon County, KY"
Kentucky,Wayne,Organic,21231,Wayne County,KY,"Wayne County, KY"
Kentucky,Marion,Organic,21155,Marion County,KY,"Marion County, KY"
Kentucky,Simpson,Organic,21213,Simpson County,KY,"Simpson County, KY"
Kentucky,Spencer,Organic,21215,Spencer County,KY,"Spencer County, KY"
Kentucky,Hart,Organic,21099,Hart County,KY,"Hart County, KY"
Kentucky,Adair,Organic,21001,Adair County,KY,"Adair County, KY"
Kentucky,Harrison,Organic,21097,Harrison County,KY,"Harrison County, KY"
Kentucky,Russell,Organic,21207,Russell County,KY,"Russell County, KY"
Kentucky,Garrard,Organic,21079,Garrard County,KY,"Garrard County, KY"
Kentucky,Mason,Organic,21161,Mason County,KY,"Mason County, KY"
Kentucky,McCreary,Organic,21147,McCreary County,KY,"McCreary County, KY"
Kentucky,Lawrence,Organic,21127,Lawrence County,KY,"Lawrence County, KY"
Kentucky,Rockcastle,Organic,21203,Rockcastle County,KY,"Rockcastle County, KY"
Kentucky,Casey,Organic,21045,Casey County,KY,"Casey County, KY"
Kentucky,Henry,Organic,21103,Henry County,KY,"Henry County, KY"
Kentucky,Fleming,Organic,21069,Fleming County,KY,"Fleming County, KY"
Kentucky,Larue,Organic,21123,Larue County,KY,"Larue County, KY"
Kentucky,Pendleton,Organic,21191,Pendleton County,KY,"Pendleton County, KY"
Kentucky,Knott,Organic,21119,Knott County,KY,"Knott County, KY"
Kentucky,Trigg,Organic,21221,Trigg County,KY,"Trigg County, KY"
Kentucky,Estill,Organic,21065,Estill County,KY,"Estill County, KY"
Kentucky,Morgan,Organic,21175,Morgan County,KY,"Morgan County, KY"
Kentucky,Breathitt,Organic,21025,Breathitt County,KY,"Breathitt County, KY"
Kentucky,Union,Organic,21225,Union County,KY,"Union County, KY"
Kentucky,Powell,Organic,21197,Powell County,KY,"Powell County, KY"
Kentucky,Lewis,Organic,21135,Lewis County,KY,"Lewis County, KY"
Kentucky,Jackson,Organic,21109,Jackson County,KY,"Jackson County, KY"
Kentucky,Webster,Organic,21233,Webster County,KY,"Webster County, KY"
Kentucky,Bath,Organic,21011,Bath County,KY,"Bath County, KY"
Kentucky,Caldwell,Organic,21033,Caldwell County,KY,"Caldwell County, KY"
Kentucky,Butler,Organic,21031,Butler County,KY,"Butler County, KY"
Kentucky,Todd,Organic,21219,Todd County,KY,"Todd County, KY"
Kentucky,Edmonson,Organic,21061,Edmonson County,KY,"Edmonson County, KY"
Kentucky,Washington,Organic,21229,Washington County,KY,"Washington County, KY"
Kentucky,Magoffin,Organic,21153,Magoffin County,KY,"Magoffin County, KY"
Kentucky,Monroe,Organic,21171,Monroe County,KY,"Monroe County, KY"
Kentucky,Owen,Organic,21187,Owen County,KY,"Owen County, KY"
Kentucky,Green,Organic,21087,Green County,KY,"Green County, KY"
Kentucky,Carroll,Organic,21041,Carroll County,KY,"Carroll County, KY"
Kentucky,Leslie,Organic,21131,Leslie County,KY,"Leslie County, KY"
Kentucky,Metcalfe,Organic,21169,Metcalfe County,KY,"Metcalfe County, KY"
Kentucky,Clinton,Organic,21053,Clinton County,KY,"Clinton County, KY"
Kentucky,McLean,Organic,21149,McLean County,KY,"McLean County, KY"
Kentucky,Hancock,Organic,21091,Hancock County,KY,"Hancock County, KY"
Kentucky,Crittenden,Organic,21055,Crittenden County,KY,"Crittenden County, KY"
Kentucky,Lyon,Organic,21143,Lyon County,KY,"Lyon County, KY"
Kentucky,Gallatin,Organic,21077,Gallatin County,KY,"Gallatin County, KY"
Kentucky,Trimble,Organic,21223,Trimble County,KY,"Trimble County, KY"
Kentucky,Bracken,Organic,21023,Bracken County,KY,"Bracken County, KY"
Kentucky,Ballard,Organic,21007,Ballard County,KY,"Ballard County, KY"
Kentucky,Nicholas,Organic,21181,Nicholas County,KY,"Nicholas County, KY"
Kentucky,Elliott,Organic,21063,Elliott County,KY,"Elliott County, KY"
Kentucky,Lee,Organic,21129,Lee County,KY,"Lee County, KY"
Kentucky,Wolfe,Organic,21237,Wolfe County,KY,"Wolfe County, KY"
Kentucky,Fulton,Organic,21075,Fulton County,KY,"Fulton County, KY"
Kentucky,Menifee,Organic,21165,Menifee County,KY,"Menifee County, KY"
Kentucky,Cumberland,Organic,21057,Cumberland County,KY,"Cumberland County, KY"
Kentucky,Hickman,Organic,21105,Hickman County,KY,"Hickman County, KY"
Kentucky,Owsley,Organic,21189,Owsley County,KY,"Owsley County, KY"
Kentucky,Robertson,Organic,21201,Robertson County,KY,"Robertson County, KY"
Maine,Cumberland,Organic,23005,Cumberland County,ME,"Cumberland County, ME"
Maine,York,Organic,23031,York County,ME,"York County, ME"
Maine,Penobscot,Organic,23019,Penobscot County,ME,"Penobscot County, ME"
Maine,Kennebec,Organic,23011,Kennebec County,ME,"Kennebec County, ME"
Maine,Androscoggin,Organic,23001,Androscoggin County,ME,"Androscoggin County, ME"
Maine,Aroostook,Organic,23003,Aroostook County,ME,"Aroostook County, ME"
Maine,Oxford,Organic,23017,Oxford County,ME,"Oxford County, ME"
Maine,Hancock,Organic,23009,Hancock County,ME,"Hancock County, ME"
Maine,Somerset,Organic,23025,Somerset County,ME,"Somerset County, ME"
Maine,Knox,Organic,23013,Knox County,ME,"Knox County, ME"
Maine,Waldo,Organic,23027,Waldo County,ME,"Waldo County, ME"
Maine,Sagadahoc,Organic,23023,Sagadahoc County,ME,"Sagadahoc County, ME"
Maine,Lincoln,Organic,23015,Lincoln County,ME,"Lincoln County, ME"
Maine,Washington,Organic,23029,Washington County,ME,"Washington County, ME"
Maine,Franklin,Organic,23007,Franklin County,ME,"Franklin County, ME"
Maine,Piscataquis,Organic,23021,Piscataquis County,ME,"Piscataquis County, ME"
Maryland,Montgomery,Organic,24031,Montgomery County,MD,"Montgomery County, MD"
Maryland,Baltimore,Organic,24005,Baltimore County,MD,"Baltimore County, MD"
Maryland,Anne Arundel,Organic,24003,Anne Arundel County,MD,"Anne Arundel County, MD"
Maryland,Howard,Organic,24027,Howard County,MD,"Howard County, MD"
Maryland,Frederick,Organic,24021,Frederick County,MD,"Frederick County, MD"
Maryland,Harford,Organic,24025,Harford County,MD,"Harford County, MD"
Maryland,Carroll,Organic,24013,Carroll County,MD,"Carroll County, MD"
Maryland,Charles,Organic,24017,Charles County,MD,"Charles County, MD"
Maryland,Washington,Organic,24043,Washington County,MD,"Washington County, MD"
Maryland,Cecil,Organic,24015,Cecil County,MD,"Cecil County, MD"
Maryland,Wicomico,Organic,24045,Wicomico County,MD,"Wicomico County, MD"
Maryland,Calvert,Organic,24009,Calvert County,MD,"Calvert County, MD"
Maryland,Allegany,Organic,24001,Allegany County,MD,"Allegany County, MD"
Maryland,Worcester,Organic,24047,Worcester County,MD,"Worcester County, MD"
Maryland,Talbot,Organic,24041,Talbot County,MD,"Talbot County, MD"
Maryland,Caroline,Organic,24011,Caroline County,MD,"Caroline County, MD"
Maryland,Dorchester,Organic,24019,Dorchester County,MD,"Dorchester County, MD"
Maryland,Garrett,Organic,24023,Garrett County,MD,"Garrett County, MD"
Maryland,Somerset,Organic,24039,Somerset County,MD,"Somerset County, MD"
Maryland,Kent,Organic,24029,Kent County,MD,"Kent County, MD"
Massachusetts,Middlesex,Organic,25017,Middlesex County,MA,"Middlesex County, MA"
Massachusetts,Worcester,Organic,25027,Worcester County,MA,"Worcester County, MA"
Massachusetts,Essex,Organic,25009,Essex County,MA,"Essex County, MA"
Massachusetts,Suffolk,Organic,25025,Suffolk County,MA,"Suffolk County, MA"
Massachusetts,Norfolk,Organic,25021,Norfolk County,MA,"Norfolk County, MA"
Massachusetts,Bristol,Organic,25005,Bristol County,MA,"Bristol County, MA"
Massachusetts,Plymouth,Organic,25023,Plymouth County,MA,"Plymouth County, MA"
Massachusetts,Hampden,Organic,25013,Hampden County,MA,"Hampden County, MA"
Massachusetts,Barnstable,Organic,25001,Barnstable County,MA,"Barnstable County, MA"
Massachusetts,Hampshire,Organic,25015,Hampshire County,MA,"Hampshire County, MA"
Massachusetts,Berkshire,Organic,25003,Berkshire County,MA,"Berkshire County, MA"
Massachusetts,Franklin,Organic,25011,Franklin County,MA,"Franklin County, MA"
Massachusetts,Dukes,Organic,25007,Dukes County,MA,"Dukes County, MA"
Massachusetts,Nantucket,Organic,25019,Nantucket County,MA,"Nantucket County, MA"
Michigan,Wayne,Organic,26163,Wayne County,MI,"Wayne County, MI"
Michigan,Oakland,Organic,26125,Oakland County,MI,"Oakland County, MI"
Michigan,Macomb,Organic,26099,Macomb County,MI,"Macomb County, MI"
Michigan,Kent,Organic,26081,Kent County,MI,"Kent County, MI"
Michigan,Genesee,Organic,26049,Genesee County,MI,"Genesee County, MI"
Michigan,Washtenaw,Organic,26161,Washtenaw County,MI,"Washtenaw County, MI"
Michigan,Ottawa,Organic,26139,Ottawa County,MI,"Ottawa County, MI"
Michigan,Ingham,Organic,26065,Ingham County,MI,"Ingham County, MI"
Michigan,Kalamazoo,Organic,26077,Kalamazoo County,MI,"Kalamazoo County, MI"
Michigan,Livingston,Organic,26093,Livingston County,MI,"Livingston County, MI"
Michigan,Saginaw,Organic,26145,Saginaw County,MI,"Saginaw County, MI"
Michigan,Muskegon,Organic,26121,Muskegon County,MI,"Muskegon County, MI"
Michigan,Jackson,Organic,26075,Jackson County,MI,"Jackson County, MI"
Michigan,Monroe,Organic,26115,Monroe County,MI,"Monroe County, MI"
Michigan,Berrien,Organic,26021,Berrien County,MI,"Berrien County, MI"
Michigan,Calhoun,Organic,26025,Calhoun County,MI,"Calhoun County, MI"
Michigan,Allegan,Organic,26005,Allegan County,MI,"Allegan County, MI"
Michigan,Eaton,Organic,26045,Eaton County,MI,"Eaton County, MI"
Michigan,Bay,Organic,26017,Bay County,MI,"Bay County, MI"
Michigan,Lenawee,Organic,26091,Lenawee County,MI,"Lenawee County, MI"
Michigan,Grand Traverse,Organic,26055,Grand Traverse County,MI,"Grand Traverse County, MI"
Michigan,Lapeer,Organic,26087,Lapeer County,MI,"Lapeer County, MI"
Michigan,Midland,Organic,26111,Midland County,MI,"Midland County, MI"
Michigan,Clinton,Organic,26037,Clinton County,MI,"Clinton County, MI"
Michigan,Van Buren,Organic,26159,Van Buren County,MI,"Van Buren County, MI"
Michigan,Shiawassee,Organic,26155,Shiawassee County,MI,"Shiawassee County, MI"
Michigan,Montcalm,Organic,26117,Montcalm County,MI,"Montcalm County, MI"
Michigan,Ionia,Organic,26067,Ionia County,MI,"Ionia County, MI"
Michigan,Marquette,Organic,26103,Marquette County,MI,"Marquette County, MI"
Michigan,Isabella,Organic,26073,Isabella County,MI,"Isabella County, MI"
Michigan,Barry,Organic,26015,Barry County,MI,"Barry County, MI"
Michigan,Tuscola,Organic,26157,Tuscola County,MI,"Tuscola County, MI"
Michigan,Cass,Organic,26027,Cass County,MI,"Cass County, MI"
Michigan,Newaygo,Organic,26123,Newaygo County,MI,"Newaygo County, MI"
Michigan,Hillsdale,Organic,26059,Hillsdale County,MI,"Hillsdale County, MI"
Michigan,Branch,Organic,26023,Branch County,MI,"Branch County, MI"
Michigan,Gratiot,Organic,26057,Gratiot County,MI,"Gratiot County, MI"
Michigan,Sanilac,Organic,26151,Sanilac County,MI,"Sanilac County, MI"
Michigan,Mecosta,Organic,26107,Mecosta County,MI,"Mecosta County, MI"
Michigan,Houghton,Organic,26061,Houghton County,MI,"Houghton County, MI"
Michigan,Delta,Organic,26041,Delta County,MI,"Delta County, MI"
Michigan,Chippewa,Organic,26033,Chippewa County,MI,"Chippewa County, MI"
Michigan,Emmet,Organic,26047,Emmet County,MI,"Emmet County, MI"
Michigan,Wexford,Organic,26165,Wexford County,MI,"Wexford County, MI"
Michigan,Huron,Organic,26063,Huron County,MI,"Huron County, MI"
Michigan,Clare,Organic,26035,Clare County,MI,"Clare County, MI"
Michigan,Mason,Organic,26105,Mason County,MI,"Mason County, MI"
Michigan,Alpena,Organic,26007,Alpena County,MI,"Alpena County, MI"
Michigan,Oceana,Organic,26127,Oceana County,MI,"Oceana County, MI"
Michigan,Charlevoix,Organic,26029,Charlevoix County,MI,"Charlevoix County, MI"
Michigan,Dickinson,Organic,26043,Dickinson County,MI,"Dickinson County, MI"
Michigan,Cheboygan,Organic,26031,Cheboygan County,MI,"Cheboygan County, MI"
Michigan,Gladwin,Organic,26051,Gladwin County,MI,"Gladwin County, MI"
Michigan,Iosco,Organic,26069,Iosco County,MI,"Iosco County, MI"
Michigan,Otsego,Organic,26137,Otsego County,MI,"Otsego County, MI"
Michigan,Manistee,Organic,26101,Manistee County,MI,"Manistee County, MI"
Michigan,Antrim,Organic,26009,Antrim County,MI,"Antrim County, MI"
Michigan,Roscommon,Organic,26143,Roscommon County,MI,"Roscommon County, MI"
Michigan,Menominee,Organic,26109,Menominee County,MI,"Menominee County, MI"
Michigan,Osceola,Organic,26133,Osceola County,MI,"Osceola County, MI"
Michigan,Leelanau,Organic,26089,Leelanau County,MI,"Leelanau County, MI"
Michigan,Ogemaw,Organic,26129,Ogemaw County,MI,"Ogemaw County, MI"
Michigan,Benzie,Organic,26019,Benzie County,MI,"Benzie County, MI"
Michigan,Kalkaska,Organic,26079,Kalkaska County,MI,"Kalkaska County, MI"
Michigan,Missaukee,Organic,26113,Missaukee County,MI,"Missaukee County, MI"
Michigan,Arenac,Organic,26011,Arenac County,MI,"Arenac County, MI"
Michigan,Gogebic,Organic,26053,Gogebic County,MI,"Gogebic County, MI"
Michigan,Crawford,Organic,26039,Crawford County,MI,"Crawford County, MI"
Michigan,Presque Isle,Organic,26141,Presque Isle County,MI,"Presque Isle County, MI"
Michigan,Lake,Organic,26085,Lake County,MI,"Lake County, MI"
Michigan,Iron,Organic,26071,Iron County,MI,"Iron County, MI"
Michigan,Mackinac,Organic,26097,Mackinac County,MI,"Mackinac County, MI"
Michigan,Alcona,Organic,26001,Alcona County,MI,"Alcona County, MI"
Michigan,Montmorency,Organic,26119,Montmorency County,MI,"Montmorency County, MI"
Michigan,Alger,Organic,26003,Alger County,MI,"Alger County, MI"
Michigan,Oscoda,Organic,26135,Oscoda County,MI,"Oscoda County, MI"
Michigan,Baraga,Organic,26013,Baraga County,MI,"Baraga County, MI"
Michigan,Ontonagon,Organic,26131,Ontonagon County,MI,"Ontonagon County, MI"
Michigan,Luce,Organic,26095,Luce County,MI,"Luce County, MI"
Missouri,Jackson,Organic,29095,Jackson County,MO,"Jackson County, MO"
Missouri,Greene,Organic,29077,Greene County,MO,"Greene County, MO"
Missouri,Clay,Organic,29047,Clay County,MO,"Clay County, MO"
Missouri,Jefferson,Organic,29099,Jefferson County,MO,"Jefferson County, MO"
Missouri,Boone,Organic,29019,Boone County,MO,"Boone County, MO"
Missouri,Jasper,Organic,29097,Jasper County,MO,"Jasper County, MO"
Missouri,Cass,Organic,29037,Cass County,MO,"Cass County, MO"
Missouri,Platte,Organic,29165,Platte County,MO,"Platte County, MO"
Missouri,Franklin,Organic,29071,Franklin County,MO,"Franklin County, MO"
Missouri,Christian,Organic,29043,Christian County,MO,"Christian County, MO"
Missouri,Buchanan,Organic,29021,Buchanan County,MO,"Buchanan County, MO"
Missouri,Cape Girardeau,Organic,29031,Cape Girardeau County,MO,"Cape Girardeau County, MO"
Missouri,Cole,Organic,29051,Cole County,MO,"Cole County, MO"
Missouri,Lincoln,Organic,29113,Lincoln County,MO,"Lincoln County, MO"
Missouri,Newton,Organic,29145,Newton County,MO,"Newton County, MO"
Missouri,Taney,Organic,29213,Taney County,MO,"Taney County, MO"
Missouri,Johnson,Organic,29101,Johnson County,MO,"Johnson County, MO"
Missouri,Pulaski,Organic,29169,Pulaski County,MO,"Pulaski County, MO"
Missouri,Phelps,Organic,29161,Phelps County,MO,"Phelps County, MO"
Missouri,Callaway,Organic,29027,Callaway County,MO,"Callaway County, MO"
Missouri,Camden,Organic,29029,Camden County,MO,"Camden County, MO"
Missouri,Pettis,Organic,29159,Pettis County,MO,"Pettis County, MO"
Missouri,Butler,Organic,29023,Butler County,MO,"Butler County, MO"
Missouri,Howell,Organic,29091,Howell County,MO,"Howell County, MO"
Missouri,Webster,Organic,29225,Webster County,MO,"Webster County, MO"
Missouri,Lawrence,Organic,29109,Lawrence County,MO,"Lawrence County, MO"
Missouri,Scott,Organic,29201,Scott County,MO,"Scott County, MO"
Missouri,Laclede,Organic,29105,Laclede County,MO,"Laclede County, MO"
Missouri,Warren,Organic,29219,Warren County,MO,"Warren County, MO"
Missouri,Barry,Organic,29009,Barry County,MO,"Barry County, MO"
Missouri,Lafayette,Organic,29107,Lafayette County,MO,"Lafayette County, MO"
Missouri,Polk,Organic,29167,Polk County,MO,"Polk County, MO"
Missouri,Stone,Organic,29209,Stone County,MO,"Stone County, MO"
Missouri,Stoddard,Organic,29207,Stoddard County,MO,"Stoddard County, MO"
Missouri,Marion,Organic,29127,Marion County,MO,"Marion County, MO"
Missouri,Dunklin,Organic,29069,Dunklin County,MO,"Dunklin County, MO"
Missouri,Adair,Organic,29001,Adair County,MO,"Adair County, MO"
Missouri,Audrain,Organic,29007,Audrain County,MO,"Audrain County, MO"
Missouri,Miller,Organic,29131,Miller County,MO,"Miller County, MO"
Missouri,Texas,Organic,29215,Texas County,MO,"Texas County, MO"
Missouri,Randolph,Organic,29175,Randolph County,MO,"Randolph County, MO"
Missouri,Washington,Organic,29221,Washington County,MO,"Washington County, MO"
Missouri,McDonald,Organic,29119,McDonald County,MO,"McDonald County, MO"
Missouri,Saline,Organic,29195,Saline County,MO,"Saline County, MO"
Missouri,Ray,Organic,29177,Ray County,MO,"Ray County, MO"
Missouri,Crawford,Organic,29055,Crawford County,MO,"Crawford County, MO"
Missouri,Henry,Organic,29083,Henry County,MO,"Henry County, MO"
Missouri,Morgan,Organic,29141,Morgan County,MO,"Morgan County, MO"
Missouri,Clinton,Organic,29049,Clinton County,MO,"Clinton County, MO"
Missouri,Nodaway,Organic,29147,Nodaway County,MO,"Nodaway County, MO"
Missouri,Vernon,Organic,29217,Vernon County,MO,"Vernon County, MO"
Missouri,Benton,Organic,29015,Benton County,MO,"Benton County, MO"
Missouri,Perry,Organic,29157,Perry County,MO,"Perry County, MO"
Missouri,Wright,Organic,29229,Wright County,MO,"Wright County, MO"
Missouri,Andrew,Organic,29003,Andrew County,MO,"Andrew County, MO"
Missouri,Pike,Organic,29163,Pike County,MO,"Pike County, MO"
Missouri,Dallas,Organic,29059,Dallas County,MO,"Dallas County, MO"
Missouri,Cooper,Organic,29053,Cooper County,MO,"Cooper County, MO"
Missouri,Bates,Organic,29013,Bates County,MO,"Bates County, MO"
Missouri,Pemiscot,Organic,29155,Pemiscot County,MO,"Pemiscot County, MO"
Missouri,Moniteau,Organic,29135,Moniteau County,MO,"Moniteau County, MO"
Missouri,Macon,Organic,29121,Macon County,MO,"Macon County, MO"
Missouri,Gasconade,Organic,29073,Gasconade County,MO,"Gasconade County, MO"
Missouri,Dent,Organic,29065,Dent County,MO,"Dent County, MO"
Missouri,Livingston,Organic,29117,Livingston County,MO,"Livingston County, MO"
Missouri,Cedar,Organic,29039,Cedar County,MO,"Cedar County, MO"
Missouri,Osage,Organic,29151,Osage County,MO,"Osage County, MO"
Missouri,Madison,Organic,29123,Madison County,MO,"Madison County, MO"
Missouri,Linn,Organic,29115,Linn County,MO,"Linn County, MO"
Missouri,DeKalb,Organic,29063,DeKalb County,MO,"DeKalb County, MO"
Missouri,Douglas,Organic,29067,Douglas County,MO,"Douglas County, MO"
Missouri,Barton,Organic,29011,Barton County,MO,"Barton County, MO"
Missouri,Montgomery,Organic,29139,Montgomery County,MO,"Montgomery County, MO"
Missouri,Wayne,Organic,29223,Wayne County,MO,"Wayne County, MO"
Missouri,Ripley,Organic,29181,Ripley County,MO,"Ripley County, MO"
Missouri,Bollinger,Organic,29017,Bollinger County,MO,"Bollinger County, MO"
Missouri,Ralls,Organic,29173,Ralls County,MO,"Ralls County, MO"
Missouri,Howard,Organic,29089,Howard County,MO,"Howard County, MO"
Missouri,Lewis,Organic,29111,Lewis County,MO,"Lewis County, MO"
Missouri,Grundy,Organic,29079,Grundy County,MO,"Grundy County, MO"
Missouri,Iron,Organic,29093,Iron County,MO,"Iron County, MO"
Missouri,Caldwell,Organic,29025,Caldwell County,MO,"Caldwell County, MO"
Missouri,Oregon,Organic,29149,Oregon County,MO,"Oregon County, MO"
Missouri,Ozark,Organic,29153,Ozark County,MO,"Ozark County, MO"
Missouri,Monroe,Organic,29137,Monroe County,MO,"Monroe County, MO"
Missouri,Carroll,Organic,29033,Carroll County,MO,"Carroll County, MO"
Missouri,Maries,Organic,29125,Maries County,MO,"Maries County, MO"
Missouri,Hickory,Organic,29085,Hickory County,MO,"Hickory County, MO"
Missouri,Daviess,Organic,29061,Daviess County,MO,"Daviess County, MO"
Missouri,Harrison,Organic,29081,Harrison County,MO,"Harrison County, MO"
Missouri,Dade,Organic,29057,Dade County,MO,"Dade County, MO"
Missouri,Chariton,Organic,29041,Chariton County,MO,"Chariton County, MO"
Missouri,Shannon,Organic,29203,Shannon County,MO,"Shannon County, MO"
Missouri,Gentry,Organic,29075,Gentry County,MO,"Gentry County, MO"
Missouri,Reynolds,Organic,29179,Reynolds County,MO,"Reynolds County, MO"
Missouri,Shelby,Organic,29205,Shelby County,MO,"Shelby County, MO"
Missouri,Sullivan,Organic,29211,Sullivan County,MO,"Sullivan County, MO"
Missouri,Carter,Organic,29035,Carter County,MO,"Carter County, MO"
Missouri,Scotland,Organic,29199,Scotland County,MO,"Scotland County, MO"
Missouri,Putnam,Organic,29171,Putnam County,MO,"Putnam County, MO"
Missouri,Holt,Organic,29087,Holt County,MO,"Holt County, MO"
Missouri,Schuyler,Organic,29197,Schuyler County,MO,"Schuyler County, MO"
Missouri,Knox,Organic,29103,Knox County,MO,"Knox County, MO"
Missouri,Mercer,Organic,29129,Mercer County,MO,"Mercer County, MO"
Montana,Yellowstone,Organic,30111,Yellowstone County,MT,"Yellowstone County, MT"
Montana,Gallatin,Organic,30031,Gallatin County,MT,"Gallatin County, MT"
Montana,Missoula,Organic,30063,Missoula County,MT,"Missoula County, MT"
Montana,Flathead,Organic,30029,Flathead County,MT,"Flathead County, MT"
Montana,Cascade,Organic,30013,Cascade County,MT,"Cascade County, MT"
Montana,Lewis and Clark,Organic,30049,Lewis and Clark County,MT,"Lewis and Clark County, MT"
Montana,Ravalli,Organic,30081,Ravalli County,MT,"Ravalli County, MT"
Montana,Lake,Organic,30047,Lake County,MT,"Lake County, MT"
Montana,Lincoln,Organic,30053,Lincoln County,MT,"Lincoln County, MT"
Montana,Park,Organic,30067,Park County,MT,"Park County, MT"
Montana,Hill,Organic,30041,Hill County,MT,"Hill County, MT"
Montana,Glacier,Organic,30035,Glacier County,MT,"Glacier County, MT"
Montana,Big Horn,Organic,30003,Big Horn County,MT,"Big Horn County, MT"
Montana,Sanders,Organic,30089,Sanders County,MT,"Sanders County, MT"
Montana,Jefferson,Organic,30043,Jefferson County,MT,"Jefferson County, MT"
Montana,Custer,Organic,30017,Custer County,MT,"Custer County, MT"
Montana,Fergus,Organic,30027,Fergus County,MT,"Fergus County, MT"
Montana,Carbon,Organic,30009,Carbon County,MT,"Carbon County, MT"
Montana,Beaverhead,Organic,30001,Beaverhead County,MT,"Beaverhead County, MT"
Montana,Stillwater,Organic,30095,Stillwater County,MT,"Stillwater County, MT"
Montana,Dawson,Organic,30021,Dawson County,MT,"Dawson County, MT"
Montana,Madison,Organic,30057,Madison County,MT,"Madison County, MT"
Montana,Rosebud,Organic,30087,Rosebud County,MT,"Rosebud County, MT"
Montana,Valley,Organic,30105,Valley County,MT,"Valley County, MT"
Montana,Blaine,Organic,30005,Blaine County,MT,"Blaine County, MT"
Montana,Powell,Organic,30077,Powell County,MT,"Powell County, MT"
Montana,Broadwater,Organic,30007,Broadwater County,MT,"Broadwater County, MT"
Montana,Teton,Organic,30099,Teton County,MT,"Teton County, MT"
Montana,Pondera,Organic,30073,Pondera County,MT,"Pondera County, MT"
Montana,Chouteau,Organic,30015,Chouteau County,MT,"Chouteau County, MT"
Montana,Musselshell,Organic,30065,Musselshell County,MT,"Musselshell County, MT"
Montana,Mineral,Organic,30061,Mineral County,MT,"Mineral County, MT"
Montana,Granite,Organic,30039,Granite County,MT,"Granite County, MT"
Montana,Wheatland,Organic,30107,Wheatland County,MT,"Wheatland County, MT"
Montana,Liberty,Organic,30051,Liberty County,MT,"Liberty County, MT"
Montana,Meagher,Organic,30059,Meagher County,MT,"Meagher County, MT"
Montana,Prairie,Organic,30079,Prairie County,MT,"Prairie County, MT"
Montana,Golden Valley,Organic,30037,Golden Valley County,MT,"Golden Valley County, MT"
Nebraska,Douglas,Organic,31055,Douglas County,NE,"Douglas County, NE"
Nebraska,Lancaster,Organic,31109,Lancaster County,NE,"Lancaster County, NE"
Nebraska,Sarpy,Organic,31153,Sarpy County,NE,"Sarpy County, NE"
Nebraska,Hall,Organic,31079,Hall County,NE,"Hall County, NE"
Nebraska,Buffalo,Organic,31019,Buffalo County,NE,"Buffalo County, NE"
Nebraska,Dodge,Organic,31053,Dodge County,NE,"Dodge County, NE"
Nebraska,Scotts Bluff,Organic,31157,Scotts Bluff County,NE,"Scotts Bluff County, NE"
Nebraska,Madison,Organic,31119,Madison County,NE,"Madison County, NE"
Nebraska,Lincoln,Organic,31111,Lincoln County,NE,"Lincoln County, NE"
Nebraska,Platte,Organic,31141,Platte County,NE,"Platte County, NE"
Nebraska,Adams,Organic,31001,Adams County,NE,"Adams County, NE"
Nebraska,Cass,Organic,31025,Cass County,NE,"Cass County, NE"
Nebraska,Dawson,Organic,31047,Dawson County,NE,"Dawson County, NE"
Nebraska,Saunders,Organic,31155,Saunders County,NE,"Saunders County, NE"
Nebraska,Gage,Organic,31067,Gage County,NE,"Gage County, NE"
Nebraska,Dakota,Organic,31043,Dakota County,NE,"Dakota County, NE"
Nebraska,Washington,Organic,31177,Washington County,NE,"Washington County, NE"
Nebraska,Seward,Organic,31159,Seward County,NE,"Seward County, NE"
Nebraska,Otoe,Organic,31131,Otoe County,NE,"Otoe County, NE"
Nebraska,York,Organic,31185,York County,NE,"York County, NE"
Nebraska,Red Willow,Organic,31145,Red Willow County,NE,"Red Willow County, NE"
Nebraska,Custer,Organic,31041,Custer County,NE,"Custer County, NE"
Nebraska,Colfax,Organic,31037,Colfax County,NE,"Colfax County, NE"
Nebraska,Holt,Organic,31089,Holt County,NE,"Holt County, NE"
Nebraska,Wayne,Organic,31179,Wayne County,NE,"Wayne County, NE"
Nebraska,Hamilton,Organic,31081,Hamilton County,NE,"Hamilton County, NE"
Nebraska,Cuming,Organic,31039,Cuming County,NE,"Cuming County, NE"
Nebraska,Phelps,Organic,31137,Phelps County,NE,"Phelps County, NE"
Nebraska,Butler,Organic,31023,Butler County,NE,"Butler County, NE"
Nebraska,Keith,Organic,31101,Keith County,NE,"Keith County, NE"
Nebraska,Dawes,Organic,31045,Dawes County,NE,"Dawes County, NE"
Nebraska,Merrick,Organic,31121,Merrick County,NE,"Merrick County, NE"
Nebraska,Jefferson,Organic,31095,Jefferson County,NE,"Jefferson County, NE"
